-1
           JDAY!            LAT!            LON!          PRESS!           TEMP!             O3!             CO!            H2O!             NO!           JO1D!           JNO2!            NO2!           HCHO!           C2H6!           C3H8!         IC4H10!         NC4H10!           C2H4!           C3H6!           C5H8!          CH3OH!         C2H5OH!       CH3COCH3!            MEK!            MVK!           MACR!            PAN!           C2H2!        APINENE!        BPINENE!       LIMONENE!         IC5H12!         NC5H12!          M22C4!           CHEX!          M23C4!           M2PE!           M3PE!         NC6H14!         NC8H18!       TBUT2ENE!        BUT1ENE!      MEPROPENE!       CBUT2ENE!           C4H6!        BENZENE!        TOLUENE!          EBENZ!           MXYL!           PXYL!           OXYL!            NOx!
 2.20461800e+02! 6.94420000e+00! 2.61830000e+00! 4.46110000e+02! 2.63230000e+02! 5.55820000e-08! 9.95550000e-08! 1.41820000e-03! 3.09620000e-11! 1.32240000e-04! 1.52350000e-02! 7.55199930e-11! 3.06340009e-10! 6.59284183e-10! 5.06186759e-11! 1.13438486e-11! 1.12279587e-11! 6.02429218e-11! 1.22875078e-11! 4.79170002e-11! 0.00000000e+00! 0.00000000e+00! 8.54580018e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.27399341e-10! 1.56158905e-11! 9.88426268e-12! 2.15056150e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20464600e+02! 6.58730000e+00! 2.61760000e+00! 4.46010000e+02! 2.63090000e+02! 5.17040000e-08! 9.78370000e-08! 1.58350000e-03! 3.37000000e-11! 1.33910000e-04! 1.52890000e-02! 6.37000036e-11! 2.94899993e-10! 6.50548171e-10! 4.90473044e-11! 1.00271041e-11! 7.76455636e-12! 5.21545793e-11! 1.05398728e-11! 1.02779998e-11! 0.00000000e+00! 0.00000000e+00! 9.18420007e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.15328462e-10! 1.44968508e-11! 9.45229311e-12! 2.08089344e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 8.22220070e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20465300e+02! 6.49820000e+00! 2.61830000e+00! 4.46020000e+02! 2.62670000e+02! 5.33250000e-08! 9.88710000e-08! 1.59470000e-03! 3.45500000e-11! 1.33690000e-04! 1.53150000e-02! 0.00000000e+00! 3.12619985e-10! 6.55806021e-10! 4.99930548e-11! 1.08196030e-11! 9.84904866e-12! 5.70226505e-11! 1.15917094e-11! 4.05589971e-11! 0.00000000e+00! 0.00000000e+00! 8.62119987e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.57999982e-10! 1.22593463e-10! 1.53971315e-11! 9.79981808e-12! 2.13694201e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.90589992e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20466000e+02! 6.40910000e+00! 2.61750000e+00! 4.46110000e+02! 2.62730000e+02! 5.23530000e-08! 9.87640000e-08! 1.64350000e-03! 6.25100000e-11! 1.34220000e-04! 1.52960000e-02! 0.00000000e+00! 3.21480009e-10! 6.55261956e-10! 4.98951887e-11! 1.07375940e-11! 9.63334187e-12! 5.65188937e-11! 1.14828633e-11! 2.03330009e-11! 0.00000000e+00! 0.00000000e+00! 9.03330022e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.21841676e-10! 1.47957948e-11! 9.56769039e-12! 2.09950477e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.10000003e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20466700e+02! 6.32010000e+00! 2.61760000e+00! 4.46120000e+02! 2.63030000e+02! 5.10900000e-08! 9.77740000e-08! 1.60380000e-03! 4.81590000e-11! 1.34260000e-04! 1.52770000e-02! 0.00000000e+00! 3.12359971e-10! 6.50227816e-10! 4.89896838e-11! 9.97881899e-12! 7.63755205e-12! 5.18579762e-11! 1.04757860e-11! 3.13329987e-11! 0.00000000e+00! 0.00000000e+00! 9.13000009e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.14885816e-10! 1.51228335e-11! 9.69393402e-12! 2.11986522e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.49999994e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20467400e+02! 6.23130000e+00! 2.61810000e+00! 4.46280000e+02! 2.63180000e+02! 5.16960000e-08! 9.74870000e-08! 1.54560000e-03! 5.22160000e-11! 1.33320000e-04! 1.51700000e-02! 0.00000000e+00! 2.92560004e-10! 6.48768428e-10! 4.87271820e-11! 9.75884998e-12! 7.05897363e-12! 5.05067793e-11! 1.01838347e-11! 1.33330005e-11! 0.00000000e+00! 0.00000000e+00! 9.44999967e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.31999989e-10! 1.12869318e-10! 1.45876783e-11! 9.48735448e-12! 2.08654830e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20468100e+02! 6.14270000e+00! 2.61740000e+00! 4.46190000e+02! 2.63250000e+02! 5.22170000e-08! 9.74980000e-08! 1.52610000e-03! 4.62540000e-11! 1.33400000e-04! 1.51060000e-02! 0.00000000e+00! 2.70609979e-10! 6.48824383e-10! 4.87372399e-11! 9.76728160e-12! 7.08114947e-12! 5.05585677e-11! 1.01950245e-11! 6.86670026e-11! 0.00000000e+00! 0.00000000e+00! 9.39670008e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.12946610e-10! 1.62328068e-11! 1.01224038e-11! 2.18896862e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.33330000e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20468800e+02! 6.05440000e+00! 2.61770000e+00! 4.46140000e+02! 2.63110000e+02! 5.19220000e-08! 9.73310000e-08! 1.52790000e-03! 4.47900000e-11! 1.35350000e-04! 1.52010000e-02! 0.00000000e+00! 2.51839993e-10! 6.47975174e-10! 4.85844906e-11! 9.63928590e-12! 6.74448561e-12! 4.97723321e-11! 1.00251448e-11! 2.10000003e-11! 0.00000000e+00! 0.00000000e+00! 8.93669971e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.11773243e-10! 1.48156244e-11! 9.57534572e-12! 2.10073955e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20470100e+02! 5.87840000e+00! 2.61720000e+00! 4.45890000e+02! 2.63460000e+02! 6.08660000e-08! 9.55420000e-08! 9.63500000e-04! 5.11280000e-11! 1.36660000e-04! 1.53290000e-02! 3.62360003e-11! 2.33949998e-10! 6.38878173e-10! 4.69481849e-11! 8.26812490e-12! 3.13795127e-12! 4.13497153e-11! 8.20528367e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 9.92035135e-11! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20470800e+02! 5.79060000e+00! 2.61760000e+00! 4.46100000e+02! 2.63470000e+02! 6.38790000e-08! 9.17580000e-08! 8.68370000e-04! 4.87480000e-11! 1.37620000e-04! 1.54380000e-02! 9.88000029e-11! 2.29669991e-10! 6.19636675e-10! 4.34871479e-11! 5.36791575e-12! 0.00000000e+00! 2.35346447e-11! 4.35601034e-12! 7.46670017e-11! 0.00000000e+00! 0.00000000e+00! 7.55330021e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 7.26166766e-11! 1.64111918e-11! 1.01912645e-11! 2.20007432e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.06669994e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20471500e+02! 5.70280000e+00! 2.61780000e+00! 4.46080000e+02! 2.63420000e+02! 6.55670000e-08! 9.28230000e-08! 7.55920000e-04! 5.18150000e-11! 1.39100000e-04! 1.55490000e-02! 8.51289941e-11! 2.35999997e-10! 6.25052121e-10! 4.44612507e-11! 6.18417383e-12! 0.00000000e+00! 2.85486634e-11! 5.43938158e-12! 3.19999999e-11! 0.00000000e+00! 0.00000000e+00! 6.72679967e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.67999989e-10! 8.00994965e-11! 1.51426649e-11! 9.70158936e-12! 2.12109982e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.05289995e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20472200e+02! 5.61540000e+00! 2.61700000e+00! 4.46090000e+02! 2.63450000e+02! 6.84060000e-08! 8.75910000e-08! 6.76280000e-04! 4.64000000e-11! 1.39040000e-04! 1.55830000e-02! 1.45899987e-10! 2.41839992e-10! 5.98447569e-10! 3.96758008e-11! 2.17416016e-12! 0.00000000e+00! 3.91640800e-12! 1.17129776e-13! 7.06670000e-11! 0.00000000e+00! 0.00000000e+00! 6.89330037e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.33388325e-11! 1.62922679e-11! 1.01453568e-11! 2.19267070e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.70000004e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20472900e+02! 5.52820000e+00! 2.61740000e+00! 4.46150000e+02! 2.63430000e+02! 6.88230000e-08! 8.62780000e-08! 6.21840000e-04! 7.58760000e-11! 1.38490000e-04! 1.55810000e-02! 0.00000000e+00! 2.52079996e-10! 5.91771021e-10! 3.84748657e-11! 1.16782452e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 8.66670000e-11! 0.00000000e+00! 0.00000000e+00! 6.55999977e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.41135384e-11! 1.67679638e-11! 1.03289842e-11! 2.22228590e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.06669994e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20473600e+02! 5.44140000e+00! 2.61760000e+00! 4.46020000e+02! 2.63320000e+02! 6.87150000e-08! 8.67090000e-08! 6.01840000e-04! 6.78440000e-11! 1.38090000e-04! 1.55480000e-02! 0.00000000e+00! 2.62870004e-10! 5.93962657e-10! 3.88690781e-11! 1.49816010e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.10000012e-11! 0.00000000e+00! 0.00000000e+00! 6.48330001e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.71417966e-11! 1.51129335e-11! 9.69011330e-12! 2.11924887e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 9.66670060e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20477100e+02! 5.00960000e+00! 2.61730000e+00! 4.46000000e+02! 2.63460000e+02! 6.81790000e-08! 7.85680000e-08! 5.82630000e-04! 2.74510000e-11! 1.34690000e-04! 1.51750000e-02! 1.55130006e-10! 2.42310005e-10! 5.52565937e-10! 3.14229129e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.77780003e-11! 0.00000000e+00! 0.00000000e+00! 7.01940006e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.56117584e-11! 9.88266847e-12! 2.15030424e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20477800e+02! 4.92350000e+00! 2.61720000e+00! 4.46090000e+02! 2.63440000e+02! 7.01620000e-08! 7.96940000e-08! 5.65910000e-04! 3.12900000e-11! 1.32950000e-04! 1.49880000e-02! 1.73050005e-10! 2.22899990e-10! 5.58291580e-10! 3.24528113e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.41109997e-11! 0.00000000e+00! 0.00000000e+00! 7.29919958e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.46108091e-11! 9.49628310e-12! 2.08798829e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 6.88889961e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20478500e+02! 4.83730000e+00! 2.61660000e+00! 4.46190000e+02! 2.63550000e+02! 7.06740000e-08! 8.07850000e-08! 5.79760000e-04! 3.20310000e-11! 1.30110000e-04! 1.46680000e-02! 1.53820012e-10! 2.16020007e-10! 5.63839309e-10! 3.34506936e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.65429978e-11! 0.00000000e+00! 0.00000000e+00! 7.40289996e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.52777322e-11! 9.75372821e-12! 2.12950872e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.88290000e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20479200e+02! 4.75110000e+00! 2.61730000e+00! 4.45940000e+02! 2.63590000e+02! 7.07920000e-08! 7.99260000e-08! 5.69700000e-04! 3.31970000e-11! 1.33790000e-04! 1.50590000e-02! 1.35570014e-10! 2.24109994e-10! 5.59471303e-10! 3.26650096e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.83139996e-11! 0.00000000e+00! 0.00000000e+00! 7.02570002e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.47357682e-11! 9.54451969e-12! 2.09576783e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.24289997e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20479900e+02! 4.66510000e+00! 2.61700000e+00! 4.46010000e+02! 2.63740000e+02! 6.68040000e-08! 8.71350000e-08! 5.97400000e-04! 3.65030000e-11! 1.35630000e-04! 1.51840000e-02! 1.52910004e-10! 2.40379994e-10! 6.97989999e-10! 5.54300009e-11! 2.19999995e-12! 4.82000030e-12! 1.74100005e-11! 8.68000029e-12! 0.00000000e+00! 1.24830002e-09! 0.00000000e+00! 1.39550005e-09! 1.24009997e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.57530003e-10! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.39000009e-12! 0.00000000e+00! 4.61000032e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.30000003e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20480600e+02! 4.57900000e+00! 2.61650000e+00! 4.46130000e+02! 2.63700000e+02! 6.91260000e-08! 8.36560000e-08! 6.45830000e-04! 3.70130000e-11! 1.36030000e-04! 1.52080000e-02! 1.68369998e-10! 2.57380006e-10! 6.97989999e-10! 5.54300009e-11! 2.19999995e-12! 4.82000030e-12! 1.74100005e-11! 8.68000029e-12! 0.00000000e+00! 1.24830002e-09! 0.00000000e+00! 1.39550005e-09! 1.24009997e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.57530003e-10! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.39000009e-12! 0.00000000e+00! 4.61000032e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.30000003e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20481300e+02! 4.49300000e+00! 2.61720000e+00! 4.46050000e+02! 2.63570000e+02! 7.24980000e-08! 7.92710000e-08! 6.05160000e-04! 4.08000000e-11! 1.36280000e-04! 1.52580000e-02! 0.00000000e+00! 2.63430000e-10! 6.76419976e-10! 5.00299975e-11! 3.39000009e-12! 3.89000030e-12! 7.90000010e-12! 4.98999973e-12! 1.05649994e-11! 1.21130006e-09! 0.00000000e+00! 6.46609988e-10! 2.63880001e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.35929989e-10! 1.45053830e-11! 9.45558735e-12! 2.08142479e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.34999996e-12! 0.00000000e+00! 3.97999992e-12! 0.00000000e+00! 0.00000000e+00! 1.66520010e-11! 1.62399989e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20484000e+02! 4.14960000e+00! 2.61650000e+00! 4.45840000e+02! 2.63640000e+02! 7.09210000e-08! 8.21450000e-08! 5.88990000e-04! 5.06920000e-11! 1.34330000e-04! 1.50700000e-02! 5.22949999e-12! 1.94609995e-10! 6.74309997e-10! 4.35200001e-11! 3.86999981e-12! 3.69999994e-12! 2.56399988e-11! 1.07999998e-11! 1.64999993e-11! 1.11440004e-08! 0.00000000e+00! 6.62780053e-10! 2.25210006e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.27940006e-10! 1.46818356e-11! 9.52370040e-12! 2.09241010e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.65999982e-12! 3.47000011e-12! 4.83000012e-12! 0.00000000e+00! 0.00000000e+00! 1.60280001e-11! 9.72999979e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20484700e+02! 4.06410000e+00! 2.61560000e+00! 4.49060000e+02! 2.63830000e+02! 7.22290000e-08! 7.98000000e-08! 5.97190000e-04! 4.48460000e-11! 1.29870000e-04! 1.50230000e-02! 7.32639990e-11! 2.20079996e-10! 6.74309997e-10! 4.35200001e-11! 3.86999981e-12! 3.69999994e-12! 2.56399988e-11! 1.07999998e-11! 5.16570016e-11! 1.11440004e-08! 0.00000000e+00! 7.35060013e-10! 2.25210006e-09! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.27940006e-10! 1.57270846e-11! 9.92718581e-12! 2.15748409e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.65999982e-12! 3.47000011e-12! 4.83000012e-12! 0.00000000e+00! 0.00000000e+00! 7.28569982e-12! 9.72999979e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20491700e+02! 4.64280000e+00! 2.54710000e+00! 5.94420000e+02! 2.72950000e+02! 4.60720000e-08! 1.43810000e-07! 9.23830000e-03! 2.58750000e-11! 7.64350000e-05! 1.16480000e-02! 1.40000002e-12! 4.19390023e-10! 8.84319507e-10! 9.10965123e-11! 4.52626478e-11! 1.00443827e-10! 2.68595451e-10! 5.73059031e-11! 2.23330000e-11! 0.00000000e+00! 0.00000000e+00! 8.55000015e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.26999994e-10! 4.38340281e-10! 1.48552559e-11! 9.59064512e-12! 2.10320684e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.56669989e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20493700e+02! 4.85840000e+00! 2.58500000e+00! 5.94510000e+02! 2.72920000e+02! 4.77030000e-08! 1.56720000e-07! 9.40910000e-03! 5.85280000e-11! 8.49570000e-05! 1.24940000e-02! 0.00000000e+00! 5.10479992e-10! 9.49966439e-10! 1.02904643e-10! 5.51573891e-11! 1.26469737e-10! 3.29375749e-10! 7.04385994e-11! 6.33330020e-12! 0.00000000e+00! 0.00000000e+00! 8.83330020e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.29047472e-10! 1.43795713e-11! 9.40702117e-12! 2.07359199e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.93329987e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.20494400e+02! 4.93380000e+00! 2.59850000e+00! 5.94600000e+02! 2.73040000e+02! 4.73370000e-08! 1.55520000e-07! 9.33080000e-03! 5.42300000e-11! 8.03450000e-05! 1.21180000e-02! 0.00000000e+00! 4.93689978e-10! 8.70690020e-10! 3.76299998e-11! 5.13999997e-12! 5.34999996e-12! 8.98999972e-12! 5.38000026e-12! 4.45429978e-11! 1.12499998e-09! 0.00000000e+00! 9.39400002e-10! 3.88600020e-11! 0.00000000e+00! 0.00000000e+00! 1.22999999e-10! 2.48299992e-10! 1.55155784e-11! 9.84554105e-12! 2.14431632e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.76999994e-12! 0.00000000e+00! 2.72000001e-12! 0.00000000e+00! 0.00000000e+00! 4.35429991e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
